review_id,product_id,rating,review_text,sentiment,return_reason
REV-7039,PRD-5788,3,Review content for product PRD-5788. Overall rating 3/5.,Neutral,Delayed Delivery
REV-7040,PRD-6410,5,Review content for product PRD-6410. Overall rating 5/5.,Positive,None
REV-7041,PRD-6728,5,Review content for product PRD-6728. Overall rating 5/5.,Positive,None
REV-7042,PRD-5884,4,Review content for product PRD-5884. Overall rating 4/5.,Positive,None
REV-7043,PRD-6464,4,Review content for product PRD-6464. Overall rating 4/5.,Positive,None
REV-7044,PRD-6736,5,Review content for product PRD-6736. Overall rating 5/5.,Positive,None
REV-7045,PRD-6645,5,Review content for product PRD-6645. Overall rating 5/5.,Positive,None
REV-7046,PRD-7057,5,Review content for product PRD-7057. Overall rating 5/5.,Positive,None
REV-7047,PRD-5125,5,Review content for product PRD-5125. Overall rating 5/5.,Positive,None
REV-7048,PRD-5569,3,Review content for product PRD-5569. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7049,PRD-5668,5,Review content for product PRD-5668. Overall rating 5/5.,Positive,None
REV-7050,PRD-5721,5,Review content for product PRD-5721. Overall rating 5/5.,Positive,None
REV-7051,PRD-5960,4,Review content for product PRD-5960. Overall rating 4/5.,Positive,None
REV-7052,PRD-5454,1,Review content for product PRD-5454. Overall rating 1/5.,Negative,None
REV-7053,PRD-7337,4,Review content for product PRD-7337. Overall rating 4/5.,Positive,None
REV-7054,PRD-5890,5,Review content for product PRD-5890. Overall rating 5/5.,Positive,None
REV-7055,PRD-6315,5,Review content for product PRD-6315. Overall rating 5/5.,Positive,None
REV-7056,PRD-5531,3,Review content for product PRD-5531. Overall rating 3/5.,Neutral,Color Mismatch
REV-7057,PRD-5330,4,Review content for product PRD-5330. Overall rating 4/5.,Positive,None
REV-7058,PRD-6509,5,Review content for product PRD-6509. Overall rating 5/5.,Positive,None
REV-7059,PRD-6836,5,Review content for product PRD-6836. Overall rating 5/5.,Positive,None
REV-7060,PRD-6130,2,Review content for product PRD-6130. Overall rating 2/5.,Negative,Fit Size Issue
REV-7061,PRD-7347,1,Review content for product PRD-7347. Overall rating 1/5.,Negative,Fit Size Issue
REV-7062,PRD-6864,4,Review content for product PRD-6864. Overall rating 4/5.,Positive,None
REV-7063,PRD-5924,5,Review content for product PRD-5924. Overall rating 5/5.,Positive,None
REV-7064,PRD-6087,4,Review content for product PRD-6087. Overall rating 4/5.,Positive,None
REV-7065,PRD-7213,5,Review content for product PRD-7213. Overall rating 5/5.,Positive,None
REV-7066,PRD-7230,5,Review content for product PRD-7230. Overall rating 5/5.,Positive,None
REV-7067,PRD-7411,3,Review content for product PRD-7411. Overall rating 3/5.,Neutral,Color Mismatch
REV-7068,PRD-7434,4,Review content for product PRD-7434. Overall rating 4/5.,Positive,None
REV-7069,PRD-5545,4,Review content for product PRD-5545. Overall rating 4/5.,Positive,None
REV-7070,PRD-7435,5,Review content for product PRD-7435. Overall rating 5/5.,Positive,None
REV-7071,PRD-6167,5,Review content for product PRD-6167. Overall rating 5/5.,Positive,None
REV-7072,PRD-7110,5,Review content for product PRD-7110. Overall rating 5/5.,Positive,None
REV-7073,PRD-6596,1,Review content for product PRD-6596. Overall rating 1/5.,Negative,Damaged Packaging
REV-7074,PRD-5312,5,Review content for product PRD-5312. Overall rating 5/5.,Positive,None
REV-7075,PRD-5518,5,Review content for product PRD-5518. Overall rating 5/5.,Positive,None
REV-7076,PRD-7032,5,Review content for product PRD-7032. Overall rating 5/5.,Positive,None
REV-7077,PRD-7225,1,Review content for product PRD-7225. Overall rating 1/5.,Negative,Fabric Defect
REV-7078,PRD-5211,5,Review content for product PRD-5211. Overall rating 5/5.,Positive,None
REV-7079,PRD-6928,5,Review content for product PRD-6928. Overall rating 5/5.,Positive,None
REV-7080,PRD-6040,3,Review content for product PRD-6040. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7081,PRD-7018,5,Review content for product PRD-7018. Overall rating 5/5.,Positive,None
REV-7082,PRD-6736,5,Review content for product PRD-6736. Overall rating 5/5.,Positive,None
REV-7083,PRD-7297,5,Review content for product PRD-7297. Overall rating 5/5.,Positive,None
REV-7084,PRD-6741,1,Review content for product PRD-6741. Overall rating 1/5.,Negative,None
REV-7085,PRD-5033,5,Review content for product PRD-5033. Overall rating 5/5.,Positive,None
REV-7086,PRD-6753,4,Review content for product PRD-6753. Overall rating 4/5.,Positive,None
REV-7087,PRD-5330,5,Review content for product PRD-5330. Overall rating 5/5.,Positive,None
REV-7088,PRD-5906,5,Review content for product PRD-5906. Overall rating 5/5.,Positive,None
REV-7089,PRD-7481,5,Review content for product PRD-7481. Overall rating 5/5.,Positive,None
REV-7090,PRD-7343,4,Review content for product PRD-7343. Overall rating 4/5.,Positive,None
REV-7091,PRD-6929,4,Review content for product PRD-6929. Overall rating 4/5.,Positive,None
REV-7092,PRD-5369,5,Review content for product PRD-5369. Overall rating 5/5.,Positive,None
REV-7093,PRD-6715,4,Review content for product PRD-6715. Overall rating 4/5.,Positive,None
REV-7094,PRD-6945,4,Review content for product PRD-6945. Overall rating 4/5.,Positive,None
REV-7095,PRD-5629,5,Review content for product PRD-5629. Overall rating 5/5.,Positive,None
REV-7096,PRD-5736,5,Review content for product PRD-5736. Overall rating 5/5.,Positive,None
REV-7097,PRD-6253,5,Review content for product PRD-6253. Overall rating 5/5.,Positive,None
REV-7098,PRD-6043,5,Review content for product PRD-6043. Overall rating 5/5.,Positive,None
REV-7099,PRD-6654,5,Review content for product PRD-6654. Overall rating 5/5.,Positive,None
REV-7100,PRD-6464,5,Review content for product PRD-6464. Overall rating 5/5.,Positive,None
REV-7101,PRD-5998,5,Review content for product PRD-5998. Overall rating 5/5.,Positive,None
REV-7102,PRD-7494,5,Review content for product PRD-7494. Overall rating 5/5.,Positive,None
REV-7103,PRD-5077,5,Review content for product PRD-5077. Overall rating 5/5.,Positive,None
REV-7104,PRD-5997,5,Review content for product PRD-5997. Overall rating 5/5.,Positive,None
REV-7105,PRD-7005,5,Review content for product PRD-7005. Overall rating 5/5.,Positive,None
REV-7106,PRD-7480,5,Review content for product PRD-7480. Overall rating 5/5.,Positive,None
REV-7107,PRD-7029,5,Review content for product PRD-7029. Overall rating 5/5.,Positive,None
REV-7108,PRD-7475,4,Review content for product PRD-7475. Overall rating 4/5.,Positive,None
REV-7109,PRD-7295,5,Review content for product PRD-7295. Overall rating 5/5.,Positive,None
REV-7110,PRD-7242,5,Review content for product PRD-7242. Overall rating 5/5.,Positive,None
REV-7111,PRD-5576,5,Review content for product PRD-5576. Overall rating 5/5.,Positive,None
REV-7112,PRD-6095,5,Review content for product PRD-6095. Overall rating 5/5.,Positive,None
REV-7113,PRD-6666,5,Review content for product PRD-6666. Overall rating 5/5.,Positive,None
REV-7114,PRD-7255,4,Review content for product PRD-7255. Overall rating 4/5.,Positive,None
REV-7115,PRD-5584,3,Review content for product PRD-5584. Overall rating 3/5.,Neutral,Color Mismatch
REV-7116,PRD-6574,5,Review content for product PRD-6574. Overall rating 5/5.,Positive,None
REV-7117,PRD-5692,3,Review content for product PRD-5692. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7118,PRD-6653,4,Review content for product PRD-6653. Overall rating 4/5.,Positive,None
REV-7119,PRD-5712,4,Review content for product PRD-5712. Overall rating 4/5.,Positive,None
REV-7120,PRD-5265,5,Review content for product PRD-5265. Overall rating 5/5.,Positive,None
REV-7121,PRD-6415,5,Review content for product PRD-6415. Overall rating 5/5.,Positive,None
REV-7122,PRD-5426,5,Review content for product PRD-5426. Overall rating 5/5.,Positive,None
REV-7123,PRD-6818,4,Review content for product PRD-6818. Overall rating 4/5.,Positive,None
REV-7124,PRD-6742,5,Review content for product PRD-6742. Overall rating 5/5.,Positive,None
REV-7125,PRD-6459,5,Review content for product PRD-6459. Overall rating 5/5.,Positive,None
REV-7126,PRD-5223,5,Review content for product PRD-5223. Overall rating 5/5.,Positive,None
REV-7127,PRD-6452,4,Review content for product PRD-6452. Overall rating 4/5.,Positive,None
REV-7128,PRD-6642,4,Review content for product PRD-6642. Overall rating 4/5.,Positive,None
REV-7129,PRD-5943,5,Review content for product PRD-5943. Overall rating 5/5.,Positive,None
REV-7130,PRD-5412,2,Review content for product PRD-5412. Overall rating 2/5.,Negative,Damaged Packaging
REV-7131,PRD-5128,5,Review content for product PRD-5128. Overall rating 5/5.,Positive,None
REV-7132,PRD-5853,5,Review content for product PRD-5853. Overall rating 5/5.,Positive,None
REV-7133,PRD-6973,1,Review content for product PRD-6973. Overall rating 1/5.,Negative,Delayed Delivery
REV-7134,PRD-7146,4,Review content for product PRD-7146. Overall rating 4/5.,Positive,None
REV-7135,PRD-7099,3,Review content for product PRD-7099. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7136,PRD-5383,5,Review content for product PRD-5383. Overall rating 5/5.,Positive,None
REV-7137,PRD-6457,4,Review content for product PRD-6457. Overall rating 4/5.,Positive,None
REV-7138,PRD-5813,5,Review content for product PRD-5813. Overall rating 5/5.,Positive,None
REV-7139,PRD-6634,3,Review content for product PRD-6634. Overall rating 3/5.,Neutral,Delayed Delivery
REV-7140,PRD-5976,2,Review content for product PRD-5976. Overall rating 2/5.,Negative,None
REV-7141,PRD-6448,5,Review content for product PRD-6448. Overall rating 5/5.,Positive,None
REV-7142,PRD-5569,5,Review content for product PRD-5569. Overall rating 5/5.,Positive,None
REV-7143,PRD-5182,5,Review content for product PRD-5182. Overall rating 5/5.,Positive,None
REV-7144,PRD-7416,2,Review content for product PRD-7416. Overall rating 2/5.,Negative,Damaged Packaging
REV-7145,PRD-6701,1,Review content for product PRD-6701. Overall rating 1/5.,Negative,None
REV-7146,PRD-6888,5,Review content for product PRD-6888. Overall rating 5/5.,Positive,None
REV-7147,PRD-6969,4,Review content for product PRD-6969. Overall rating 4/5.,Positive,None
REV-7148,PRD-7218,4,Review content for product PRD-7218. Overall rating 4/5.,Positive,None
REV-7149,PRD-5979,5,Review content for product PRD-5979. Overall rating 5/5.,Positive,None
REV-7150,PRD-6141,1,Review content for product PRD-6141. Overall rating 1/5.,Negative,Color Mismatch
REV-7151,PRD-6827,5,Review content for product PRD-6827. Overall rating 5/5.,Positive,None
REV-7152,PRD-7491,4,Review content for product PRD-7491. Overall rating 4/5.,Positive,None
REV-7153,PRD-5832,4,Review content for product PRD-5832. Overall rating 4/5.,Positive,None
REV-7154,PRD-6608,5,Review content for product PRD-6608. Overall rating 5/5.,Positive,None
REV-7155,PRD-6745,4,Review content for product PRD-6745. Overall rating 4/5.,Positive,None
REV-7156,PRD-5652,5,Review content for product PRD-5652. Overall rating 5/5.,Positive,None
REV-7157,PRD-5637,4,Review content for product PRD-5637. Overall rating 4/5.,Positive,None
REV-7158,PRD-6602,5,Review content for product PRD-6602. Overall rating 5/5.,Positive,None
REV-7159,PRD-6429,5,Review content for product PRD-6429. Overall rating 5/5.,Positive,None
REV-7160,PRD-6061,5,Review content for product PRD-6061. Overall rating 5/5.,Positive,None
REV-7161,PRD-6653,5,Review content for product PRD-6653. Overall rating 5/5.,Positive,None
REV-7162,PRD-7135,4,Review content for product PRD-7135. Overall rating 4/5.,Positive,None
REV-7163,PRD-7006,5,Review content for product PRD-7006. Overall rating 5/5.,Positive,None
REV-7164,PRD-7267,5,Review content for product PRD-7267. Overall rating 5/5.,Positive,None
REV-7165,PRD-6135,5,Review content for product PRD-6135. Overall rating 5/5.,Positive,None
REV-7166,PRD-7181,4,Review content for product PRD-7181. Overall rating 4/5.,Positive,None
REV-7167,PRD-6534,5,Review content for product PRD-6534. Overall rating 5/5.,Positive,None
REV-7168,PRD-7448,5,Review content for product PRD-7448. Overall rating 5/5.,Positive,None
REV-7169,PRD-5472,3,Review content for product PRD-5472. Overall rating 3/5.,Neutral,Fabric Defect
REV-7170,PRD-5147,1,Review content for product PRD-5147. Overall rating 1/5.,Negative,Fabric Defect
REV-7171,PRD-6327,4,Review content for product PRD-6327. Overall rating 4/5.,Positive,None
REV-7172,PRD-6479,3,Review content for product PRD-6479. Overall rating 3/5.,Neutral,None
REV-7173,PRD-6276,3,Review content for product PRD-6276. Overall rating 3/5.,Neutral,Fabric Defect
REV-7174,PRD-5241,5,Review content for product PRD-5241. Overall rating 5/5.,Positive,None
REV-7175,PRD-5334,5,Review content for product PRD-5334. Overall rating 5/5.,Positive,None
REV-7176,PRD-6490,1,Review content for product PRD-6490. Overall rating 1/5.,Negative,Delayed Delivery
REV-7177,PRD-6803,2,Review content for product PRD-6803. Overall rating 2/5.,Negative,Color Mismatch
REV-7178,PRD-5174,5,Review content for product PRD-5174. Overall rating 5/5.,Positive,None
REV-7179,PRD-6827,3,Review content for product PRD-6827. Overall rating 3/5.,Neutral,Fabric Defect
REV-7180,PRD-7352,5,Review content for product PRD-7352. Overall rating 5/5.,Positive,None
REV-7181,PRD-5938,5,Review content for product PRD-5938. Overall rating 5/5.,Positive,None
REV-7182,PRD-6795,2,Review content for product PRD-6795. Overall rating 2/5.,Negative,Damaged Packaging
REV-7183,PRD-7101,2,Review content for product PRD-7101. Overall rating 2/5.,Negative,Delayed Delivery
REV-7184,PRD-7063,4,Review content for product PRD-7063. Overall rating 4/5.,Positive,None
REV-7185,PRD-5698,4,Review content for product PRD-5698. Overall rating 4/5.,Positive,None
REV-7186,PRD-6000,2,Review content for product PRD-6000. Overall rating 2/5.,Negative,None
REV-7187,PRD-5604,5,Review content for product PRD-5604. Overall rating 5/5.,Positive,None
REV-7188,PRD-6964,5,Review content for product PRD-6964. Overall rating 5/5.,Positive,None
REV-7189,PRD-6781,2,Review content for product PRD-6781. Overall rating 2/5.,Negative,Fabric Defect
REV-7190,PRD-7416,5,Review content for product PRD-7416. Overall rating 5/5.,Positive,None
REV-7191,PRD-7031,5,Review content for product PRD-7031. Overall rating 5/5.,Positive,None
REV-7192,PRD-5525,5,Review content for product PRD-5525. Overall rating 5/5.,Positive,None
REV-7193,PRD-5776,5,Review content for product PRD-5776. Overall rating 5/5.,Positive,None
REV-7194,PRD-6118,2,Review content for product PRD-6118. Overall rating 2/5.,Negative,Delayed Delivery
REV-7195,PRD-5844,5,Review content for product PRD-5844. Overall rating 5/5.,Positive,None
REV-7196,PRD-5778,4,Review content for product PRD-5778. Overall rating 4/5.,Positive,None
REV-7197,PRD-5796,5,Review content for product PRD-5796. Overall rating 5/5.,Positive,None
REV-7198,PRD-6612,4,Review content for product PRD-6612. Overall rating 4/5.,Positive,None
REV-7199,PRD-5396,5,Review content for product PRD-5396. Overall rating 5/5.,Positive,None
REV-7200,PRD-6506,2,Review content for product PRD-6506. Overall rating 2/5.,Negative,Color Mismatch
REV-7201,PRD-6086,1,Review content for product PRD-6086. Overall rating 1/5.,Negative,None
REV-7202,PRD-7338,5,Review content for product PRD-7338. Overall rating 5/5.,Positive,None
REV-7203,PRD-7335,1,Review content for product PRD-7335. Overall rating 1/5.,Negative,Color Mismatch
REV-7204,PRD-5405,3,Review content for product PRD-5405. Overall rating 3/5.,Neutral,None
REV-7205,PRD-5331,5,Review content for product PRD-5331. Overall rating 5/5.,Positive,None
REV-7206,PRD-5745,5,Review content for product PRD-5745. Overall rating 5/5.,Positive,None
REV-7207,PRD-6756,2,Review content for product PRD-6756. Overall rating 2/5.,Negative,Fabric Defect
REV-7208,PRD-6265,4,Review content for product PRD-6265. Overall rating 4/5.,Positive,None
REV-7209,PRD-6957,5,Review content for product PRD-6957. Overall rating 5/5.,Positive,None
REV-7210,PRD-5207,5,Review content for product PRD-5207. Overall rating 5/5.,Positive,None
REV-7211,PRD-5358,5,Review content for product PRD-5358. Overall rating 5/5.,Positive,None
REV-7212,PRD-6350,5,Review content for product PRD-6350. Overall rating 5/5.,Positive,None
REV-7213,PRD-5410,3,Review content for product PRD-5410. Overall rating 3/5.,Neutral,Fabric Defect
REV-7214,PRD-5234,5,Review content for product PRD-5234. Overall rating 5/5.,Positive,None
REV-7215,PRD-7462,2,Review content for product PRD-7462. Overall rating 2/5.,Negative,Delayed Delivery
REV-7216,PRD-6267,4,Review content for product PRD-6267. Overall rating 4/5.,Positive,None
REV-7217,PRD-5210,5,Review content for product PRD-5210. Overall rating 5/5.,Positive,None
REV-7218,PRD-5183,5,Review content for product PRD-5183. Overall rating 5/5.,Positive,None
REV-7219,PRD-5235,5,Review content for product PRD-5235. Overall rating 5/5.,Positive,None
REV-7220,PRD-5131,5,Review content for product PRD-5131. Overall rating 5/5.,Positive,None
REV-7221,PRD-6281,1,Review content for product PRD-6281. Overall rating 1/5.,Negative,Color Mismatch
REV-7222,PRD-5872,5,Review content for product PRD-5872. Overall rating 5/5.,Positive,None
REV-7223,PRD-7243,5,Review content for product PRD-7243. Overall rating 5/5.,Positive,None
REV-7224,PRD-6984,5,Review content for product PRD-6984. Overall rating 5/5.,Positive,None
REV-7225,PRD-6940,5,Review content for product PRD-6940. Overall rating 5/5.,Positive,None
REV-7226,PRD-5415,2,Review content for product PRD-5415. Overall rating 2/5.,Negative,Damaged Packaging
REV-7227,PRD-6608,5,Review content for product PRD-6608. Overall rating 5/5.,Positive,None
REV-7228,PRD-6015,4,Review content for product PRD-6015. Overall rating 4/5.,Positive,None
REV-7229,PRD-5284,5,Review content for product PRD-5284. Overall rating 5/5.,Positive,None
REV-7230,PRD-7248,3,Review content for product PRD-7248. Overall rating 3/5.,Neutral,Color Mismatch
REV-7231,PRD-7222,4,Review content for product PRD-7222. Overall rating 4/5.,Positive,None
REV-7232,PRD-5510,5,Review content for product PRD-5510. Overall rating 5/5.,Positive,None
REV-7233,PRD-5522,5,Review content for product PRD-5522. Overall rating 5/5.,Positive,None
REV-7234,PRD-5430,5,Review content for product PRD-5430. Overall rating 5/5.,Positive,None
REV-7235,PRD-7262,1,Review content for product PRD-7262. Overall rating 1/5.,Negative,Fit Size Issue
REV-7236,PRD-6373,4,Review content for product PRD-6373. Overall rating 4/5.,Positive,None
REV-7237,PRD-6631,3,Review content for product PRD-6631. Overall rating 3/5.,Neutral,Fit Size Issue
REV-7238,PRD-5278,2,Review content for product PRD-5278. Overall rating 2/5.,Negative,None
REV-7239,PRD-6430,4,Review content for product PRD-6430. Overall rating 4/5.,Positive,None
REV-7240,PRD-5935,5,Review content for product PRD-5935. Overall rating 5/5.,Positive,None
REV-7241,PRD-6549,4,Review content for product PRD-6549. Overall rating 4/5.,Positive,None
REV-7242,PRD-6004,4,Review content for product PRD-6004. Overall rating 4/5.,Positive,None
REV-7243,PRD-6455,5,Review content for product PRD-6455. Overall rating 5/5.,Positive,None
REV-7244,PRD-5503,4,Review content for product PRD-5503. Overall rating 4/5.,Positive,None
REV-7245,PRD-5126,5,Review content for product PRD-5126. Overall rating 5/5.,Positive,None
REV-7246,PRD-5449,2,Review content for product PRD-5449. Overall rating 2/5.,Negative,None
REV-7247,PRD-6808,2,Review content for product PRD-6808. Overall rating 2/5.,Negative,Fabric Defect
REV-7248,PRD-5999,5,Review content for product PRD-5999. Overall rating 5/5.,Positive,None
REV-7249,PRD-5627,1,Review content for product PRD-5627. Overall rating 1/5.,Negative,Delayed Delivery
REV-7250,PRD-6988,5,Review content for product PRD-6988. Overall rating 5/5.,Positive,None
REV-7251,PRD-6858,3,Review content for product PRD-6858. Overall rating 3/5.,Neutral,Color Mismatch
REV-7252,PRD-5257,5,Review content for product PRD-5257. Overall rating 5/5.,Positive,None
REV-7253,PRD-5728,2,Review content for product PRD-5728. Overall rating 2/5.,Negative,Fit Size Issue
REV-7254,PRD-5771,4,Review content for product PRD-5771. Overall rating 4/5.,Positive,None
REV-7255,PRD-6765,4,Review content for product PRD-6765. Overall rating 4/5.,Positive,None
REV-7256,PRD-6797,5,Review content for product PRD-6797. Overall rating 5/5.,Positive,None
REV-7257,PRD-5802,3,Review content for product PRD-5802. Overall rating 3/5.,Neutral,None
REV-7258,PRD-6448,4,Review content for product PRD-6448. Overall rating 4/5.,Positive,None
REV-7259,PRD-6452,2,Review content for product PRD-6452. Overall rating 2/5.,Negative,Damaged Packaging
REV-7260,PRD-6833,5,Review content for product PRD-6833. Overall rating 5/5.,Positive,None
REV-7261,PRD-5274,5,Review content for product PRD-5274. Overall rating 5/5.,Positive,None
REV-7262,PRD-5133,5,Review content for product PRD-5133. Overall rating 5/5.,Positive,None
REV-7263,PRD-6246,5,Review content for product PRD-6246. Overall rating 5/5.,Positive,None
REV-7264,PRD-6869,4,Review content for product PRD-6869. Overall rating 4/5.,Positive,None
REV-7265,PRD-6662,5,Review content for product PRD-6662. Overall rating 5/5.,Positive,None
REV-7266,PRD-7277,4,Review content for product PRD-7277. Overall rating 4/5.,Positive,None
REV-7267,PRD-6554,4,Review content for product PRD-6554. Overall rating 4/5.,Positive,None
REV-7268,PRD-7224,2,Review content for product PRD-7224. Overall rating 2/5.,Negative,None
REV-7269,PRD-5269,4,Review content for product PRD-5269. Overall rating 4/5.,Positive,None
REV-7270,PRD-6373,3,Review content for product PRD-6373. Overall rating 3/5.,Neutral,Color Mismatch
REV-7271,PRD-6649,5,Review content for product PRD-6649. Overall rating 5/5.,Positive,None
REV-7272,PRD-7017,5,Review content for product PRD-7017. Overall rating 5/5.,Positive,None
REV-7273,PRD-7127,5,Review content for product PRD-7127. Overall rating 5/5.,Positive,None
REV-7274,PRD-7460,4,Review content for product PRD-7460. Overall rating 4/5.,Positive,None
REV-7275,PRD-5944,4,Review content for product PRD-5944. Overall rating 4/5.,Positive,None
REV-7276,PRD-7417,5,Review content for product PRD-7417. Overall rating 5/5.,Positive,None
REV-7277,PRD-7089,5,Review content for product PRD-7089. Overall rating 5/5.,Positive,None
REV-7278,PRD-7488,4,Review content for product PRD-7488. Overall rating 4/5.,Positive,None
REV-7279,PRD-5202,4,Review content for product PRD-5202. Overall rating 4/5.,Positive,None
REV-7280,PRD-6585,5,Review content for product PRD-6585. Overall rating 5/5.,Positive,None
REV-7281,PRD-7214,5,Review content for product PRD-7214. Overall rating 5/5.,Positive,None
REV-7282,PRD-5224,5,Review content for product PRD-5224. Overall rating 5/5.,Positive,None
REV-7283,PRD-6000,5,Review content for product PRD-6000. Overall rating 5/5.,Positive,None
REV-7284,PRD-6898,5,Review content for product PRD-6898. Overall rating 5/5.,Positive,None
REV-7285,PRD-5895,5,Review content for product PRD-5895. Overall rating 5/5.,Positive,None
REV-7286,PRD-5473,1,Review content for product PRD-5473. Overall rating 1/5.,Negative,Delayed Delivery
REV-7287,PRD-5444,5,Review content for product PRD-5444. Overall rating 5/5.,Positive,None
REV-7288,PRD-6016,4,Review content for product PRD-6016. Overall rating 4/5.,Positive,None
REV-7289,PRD-6670,3,Review content for product PRD-6670. Overall rating 3/5.,Neutral,Fabric Defect
REV-7290,PRD-6769,5,Review content for product PRD-6769. Overall rating 5/5.,Positive,None
REV-7291,PRD-7322,5,Review content for product PRD-7322. Overall rating 5/5.,Positive,None
REV-7292,PRD-6245,5,Review content for product PRD-6245. Overall rating 5/5.,Positive,None
REV-7293,PRD-5590,3,Review content for product PRD-5590. Overall rating 3/5.,Neutral,Fabric Defect
REV-7294,PRD-6053,5,Review content for product PRD-6053. Overall rating 5/5.,Positive,None
REV-7295,PRD-5999,4,Review content for product PRD-5999. Overall rating 4/5.,Positive,None
REV-7296,PRD-5627,5,Review content for product PRD-5627. Overall rating 5/5.,Positive,None
REV-7297,PRD-7034,5,Review content for product PRD-7034. Overall rating 5/5.,Positive,None
REV-7298,PRD-6585,5,Review content for product PRD-6585. Overall rating 5/5.,Positive,None
REV-7299,PRD-5579,3,Review content for product PRD-5579. Overall rating 3/5.,Neutral,Color Mismatch
REV-7300,PRD-6938,4,Review content for product PRD-6938. Overall rating 4/5.,Positive,None
REV-7301,PRD-6443,4,Review content for product PRD-6443. Overall rating 4/5.,Positive,None
REV-7302,PRD-5978,1,Review content for product PRD-5978. Overall rating 1/5.,Negative,Fit Size Issue
REV-7303,PRD-7046,2,Review content for product PRD-7046. Overall rating 2/5.,Negative,Damaged Packaging
REV-7304,PRD-6634,3,Review content for product PRD-6634. Overall rating 3/5.,Neutral,Color Mismatch
REV-7305,PRD-6086,5,Review content for product PRD-6086. Overall rating 5/5.,Positive,None
REV-7306,PRD-6383,5,Review content for product PRD-6383. Overall rating 5/5.,Positive,None
REV-7307,PRD-6054,5,Review content for product PRD-6054. Overall rating 5/5.,Positive,None
