review_id,product_id,customer_id,rating_stars,review_date,is_verified_purchase
REV-433,PRD-3398,CUST-4897,4,2025-03-26,True
REV-434,PRD-3487,CUST-4503,5,2025-08-02,True
REV-435,PRD-3297,CUST-4208,5,2025-10-22,False
REV-436,PRD-3058,CUST-4361,5,2025-09-03,True
REV-437,PRD-3440,CUST-4863,5,2025-08-10,False
REV-438,PRD-3063,CUST-4407,5,2025-04-23,False
REV-439,PRD-3434,CUST-4891,1,2025-01-30,True
REV-440,PRD-3296,CUST-4061,4,2025-03-02,True
REV-441,PRD-3236,CUST-4673,1,2025-08-15,False
REV-442,PRD-3346,CUST-4208,5,2025-10-22,True
REV-443,PRD-3212,CUST-4454,5,2025-10-18,False
REV-444,PRD-3345,CUST-4050,1,2025-05-19,False
REV-445,PRD-3424,CUST-4071,4,2025-03-18,True
REV-446,PRD-3010,CUST-4526,1,2025-10-05,True
REV-447,PRD-3365,CUST-4481,1,2025-10-16,True
REV-448,PRD-3132,CUST-4797,4,2025-08-22,True
REV-449,PRD-3319,CUST-4413,2,2025-10-03,False
REV-450,PRD-3091,CUST-4458,4,2025-09-15,True
REV-451,PRD-3481,CUST-4713,4,2025-01-07,True
REV-452,PRD-3292,CUST-4731,1,2025-02-03,True
REV-453,PRD-3132,CUST-4500,3,2025-07-01,True
REV-454,PRD-3060,CUST-4832,4,2025-04-21,False
REV-455,PRD-3232,CUST-4879,4,2025-02-14,True
REV-456,PRD-3428,CUST-4336,2,2025-08-17,True
REV-457,PRD-3142,CUST-4019,4,2025-10-01,True
REV-458,PRD-3486,CUST-4301,2,2025-06-07,True
REV-459,PRD-3329,CUST-4246,1,2025-02-10,False
REV-460,PRD-3406,CUST-4334,5,2025-10-18,True
REV-461,PRD-3344,CUST-4656,4,2025-04-21,True
REV-462,PRD-3192,CUST-4929,2,2025-05-01,False
REV-463,PRD-3276,CUST-4088,4,2025-03-02,True
REV-464,PRD-3187,CUST-4109,5,2025-05-04,False
REV-465,PRD-3414,CUST-4595,5,2025-01-14,True
REV-466,PRD-3463,CUST-4451,5,2025-06-05,False
REV-467,PRD-3376,CUST-4313,4,2025-05-15,True
REV-468,PRD-3395,CUST-4356,5,2025-06-18,True
REV-469,PRD-3310,CUST-4779,4,2025-05-11,True
REV-470,PRD-3254,CUST-4574,5,2025-02-07,True
REV-471,PRD-3223,CUST-4809,5,2025-01-11,False
REV-472,PRD-3491,CUST-4695,5,2025-08-05,True
REV-473,PRD-3457,CUST-4985,4,2025-06-07,True
REV-474,PRD-3220,CUST-4918,2,2025-07-19,True
REV-475,PRD-3053,CUST-4489,1,2025-03-19,True
REV-476,PRD-3084,CUST-4994,5,2025-07-29,False
REV-477,PRD-3026,CUST-4571,5,2025-06-25,True
REV-478,PRD-3284,CUST-4158,4,2025-01-06,True
REV-479,PRD-3320,CUST-4664,1,2025-09-06,True
REV-480,PRD-3360,CUST-4496,4,2025-05-26,True
REV-481,PRD-3018,CUST-4237,5,2025-04-12,True
REV-482,PRD-3188,CUST-4067,2,2025-02-17,False
REV-483,PRD-3178,CUST-4604,2,2025-04-02,True
REV-484,PRD-3352,CUST-4318,4,2025-08-28,False
REV-485,PRD-3136,CUST-4661,5,2025-05-19,True
REV-486,PRD-3443,CUST-4519,4,2025-04-03,True
REV-487,PRD-3039,CUST-4614,5,2025-02-12,True
REV-488,PRD-3070,CUST-4882,2,2025-04-29,True
REV-489,PRD-3135,CUST-4955,4,2025-03-16,False
REV-490,PRD-3471,CUST-4770,1,2025-08-31,True
REV-491,PRD-3273,CUST-4336,4,2025-03-26,False
REV-492,PRD-3260,CUST-4177,4,2025-07-04,True
REV-493,PRD-3136,CUST-4204,4,2025-05-12,True
REV-494,PRD-3047,CUST-4247,5,2025-03-02,True
REV-495,PRD-3161,CUST-4664,3,2025-09-02,False
REV-496,PRD-3309,CUST-4284,5,2025-07-09,True
REV-497,PRD-3108,CUST-4638,3,2025-07-08,True
REV-498,PRD-3081,CUST-4928,4,2025-08-29,True
REV-499,PRD-3008,CUST-4517,4,2025-09-11,True
REV-500,PRD-3061,CUST-4474,3,2025-03-27,True
REV-501,PRD-3077,CUST-4698,4,2025-03-17,True
REV-502,PRD-3121,CUST-4258,4,2025-02-19,True
REV-503,PRD-3292,CUST-4358,1,2025-10-22,False
REV-504,PRD-3167,CUST-4966,2,2025-03-26,True
REV-505,PRD-3252,CUST-4203,4,2025-07-11,True
REV-506,PRD-3007,CUST-4431,4,2025-06-16,True
REV-507,PRD-3369,CUST-4536,5,2025-06-06,True
REV-508,PRD-3314,CUST-4914,4,2025-01-22,False
REV-509,PRD-3440,CUST-4696,4,2025-09-23,False
REV-510,PRD-3096,CUST-4375,3,2025-09-25,False
REV-511,PRD-3384,CUST-4185,4,2025-08-20,True
REV-512,PRD-3393,CUST-4439,4,2025-07-04,False
REV-513,PRD-3371,CUST-4223,2,2025-01-10,True
REV-514,PRD-3189,CUST-4361,4,2025-03-11,False
REV-515,PRD-3074,CUST-4774,4,2025-02-12,False
REV-516,PRD-3236,CUST-4383,5,2025-02-02,True
REV-517,PRD-3190,CUST-4203,4,2025-08-19,True
REV-518,PRD-3398,CUST-4221,4,2025-02-18,True
REV-519,PRD-3480,CUST-4966,1,2025-09-02,True
REV-520,PRD-3388,CUST-4389,2,2025-04-19,False
REV-521,PRD-3046,CUST-4243,1,2025-10-28,False
REV-522,PRD-3005,CUST-4538,5,2025-06-20,True
REV-523,PRD-3260,CUST-4189,5,2025-04-01,True
REV-524,PRD-3336,CUST-4802,4,2025-07-19,True
REV-525,PRD-3232,CUST-4705,3,2025-04-10,False
REV-526,PRD-3406,CUST-4778,2,2025-05-19,True
REV-527,PRD-3171,CUST-4117,4,2025-06-17,False
REV-528,PRD-3080,CUST-4962,4,2025-03-20,True
REV-529,PRD-3278,CUST-4988,4,2025-05-24,False
REV-530,PRD-3426,CUST-4263,4,2025-03-09,False
REV-531,PRD-3063,CUST-4215,5,2025-08-18,True
REV-532,PRD-3287,CUST-4695,2,2025-01-23,False
REV-533,PRD-3292,CUST-4607,4,2025-05-15,True
REV-534,PRD-3039,CUST-4038,2,2025-09-28,True
REV-535,PRD-3266,CUST-4738,4,2025-03-14,True
REV-536,PRD-3196,CUST-4150,2,2025-01-08,True
REV-537,PRD-3356,CUST-4190,1,2025-09-17,True
REV-538,PRD-3359,CUST-4508,5,2025-01-30,True
REV-539,PRD-3216,CUST-4667,4,2025-01-07,True
REV-540,PRD-3193,CUST-4613,3,2025-08-01,True
REV-541,PRD-3162,CUST-4642,5,2025-10-25,False
REV-542,PRD-3315,CUST-4308,5,2025-03-13,True
REV-543,PRD-3164,CUST-4173,5,2025-10-08,False
REV-544,PRD-3391,CUST-4032,5,2025-02-16,True
REV-545,PRD-3236,CUST-4102,4,2025-03-31,True
REV-546,PRD-3361,CUST-4410,5,2025-05-06,False
REV-547,PRD-3262,CUST-4031,3,2025-10-13,True
REV-548,PRD-3134,CUST-4801,4,2025-04-18,False
REV-549,PRD-3069,CUST-4799,5,2025-04-12,True
REV-550,PRD-3221,CUST-4880,1,2025-09-11,False
REV-551,PRD-3109,CUST-4885,4,2025-02-07,True
REV-552,PRD-3351,CUST-4945,5,2025-06-05,True
REV-553,PRD-3263,CUST-4914,4,2025-05-04,True
REV-554,PRD-3395,CUST-4606,1,2025-10-19,False
REV-555,PRD-3169,CUST-4982,2,2025-09-20,True
REV-556,PRD-3091,CUST-4121,5,2025-10-12,True
REV-557,PRD-3034,CUST-4831,1,2025-05-23,False
REV-558,PRD-3086,CUST-4613,5,2025-04-27,True
REV-559,PRD-3063,CUST-4164,2,2025-07-02,False
REV-560,PRD-3159,CUST-4397,5,2025-04-22,True
REV-561,PRD-3068,CUST-4703,4,2025-02-24,True
REV-562,PRD-3037,CUST-4502,5,2025-08-18,True
REV-563,PRD-3158,CUST-4182,4,2025-03-13,False
REV-564,PRD-3439,CUST-4323,5,2025-02-10,True
REV-565,PRD-3313,CUST-4832,4,2025-01-13,False
REV-566,PRD-3112,CUST-4025,4,2025-03-01,False
REV-567,PRD-3177,CUST-4134,1,2025-03-27,False
REV-568,PRD-3046,CUST-4567,5,2025-01-05,True
REV-569,PRD-3116,CUST-4100,5,2025-01-10,True
REV-570,PRD-3236,CUST-4617,4,2025-06-15,True
REV-571,PRD-3116,CUST-4407,4,2025-03-21,True
REV-572,PRD-3279,CUST-4668,5,2025-02-08,True
REV-573,PRD-3340,CUST-4460,5,2025-04-01,True
REV-574,PRD-3436,CUST-4580,5,2025-06-09,True
REV-575,PRD-3039,CUST-4887,4,2025-07-18,False
REV-576,PRD-3043,CUST-4887,4,2025-07-26,True
REV-577,PRD-3480,CUST-4477,1,2025-03-15,False
REV-578,PRD-3081,CUST-4038,4,2025-07-06,True
REV-579,PRD-3357,CUST-4731,5,2025-08-11,True
REV-580,PRD-3354,CUST-4702,3,2025-04-28,True
REV-581,PRD-3492,CUST-4212,3,2025-01-14,True
REV-582,PRD-3489,CUST-4412,4,2025-08-04,True
REV-583,PRD-3167,CUST-4998,5,2025-01-19,True
REV-584,PRD-3432,CUST-4854,4,2025-07-13,True
REV-585,PRD-3249,CUST-4251,5,2025-07-05,True
REV-586,PRD-3415,CUST-4747,3,2025-02-21,True
REV-587,PRD-3114,CUST-4674,4,2025-01-16,False
REV-588,PRD-3227,CUST-4208,5,2025-10-28,True
REV-589,PRD-3151,CUST-4999,5,2025-09-02,True
REV-590,PRD-3048,CUST-4654,4,2025-06-23,False
REV-591,PRD-3213,CUST-4346,4,2025-05-02,True
REV-592,PRD-3114,CUST-4815,2,2025-04-26,True
REV-593,PRD-3247,CUST-4285,4,2025-04-24,True
REV-594,PRD-3302,CUST-4328,5,2025-01-06,True
REV-595,PRD-3408,CUST-4566,4,2025-02-22,False
REV-596,PRD-3073,CUST-4699,2,2025-09-07,True
REV-597,PRD-3023,CUST-4095,4,2025-08-09,True
REV-598,PRD-3332,CUST-4125,4,2025-07-20,True
REV-599,PRD-3003,CUST-4989,5,2025-04-26,True
REV-600,PRD-3394,CUST-4649,3,2025-07-04,True
REV-601,PRD-3199,CUST-4881,4,2025-03-24,True
REV-602,PRD-3051,CUST-4515,5,2025-01-11,True
REV-603,PRD-3110,CUST-4174,5,2025-02-18,False
REV-604,PRD-3179,CUST-4108,5,2025-07-27,True
REV-605,PRD-3432,CUST-4609,5,2025-09-07,True
REV-606,PRD-3017,CUST-4468,3,2025-03-03,True
REV-607,PRD-3200,CUST-4835,1,2025-08-31,True
REV-608,PRD-3411,CUST-4022,4,2025-07-25,True
REV-609,PRD-3454,CUST-4401,4,2025-03-16,True
REV-610,PRD-3101,CUST-4751,2,2025-06-27,False
REV-611,PRD-3276,CUST-4901,1,2025-03-26,True
REV-612,PRD-3073,CUST-4910,5,2025-05-12,False
REV-613,PRD-3042,CUST-4912,5,2025-04-27,False
REV-614,PRD-3401,CUST-4690,3,2025-04-27,True
REV-615,PRD-3250,CUST-4386,4,2025-02-15,True
REV-616,PRD-3150,CUST-4805,4,2025-08-29,True
REV-617,PRD-3352,CUST-4929,1,2025-06-01,True
REV-618,PRD-3112,CUST-4066,4,2025-07-06,True
REV-619,PRD-3182,CUST-4016,5,2025-01-26,True
REV-620,PRD-3322,CUST-4633,5,2025-08-07,True
REV-621,PRD-3157,CUST-4482,4,2025-06-11,False
REV-622,PRD-3467,CUST-4940,4,2025-03-11,False
REV-623,PRD-3353,CUST-4143,4,2025-04-15,False
REV-624,PRD-3323,CUST-4096,5,2025-01-13,True
REV-625,PRD-3134,CUST-4332,5,2025-09-25,True
REV-626,PRD-3136,CUST-4727,2,2025-06-02,False
REV-627,PRD-3022,CUST-4155,4,2025-08-03,True
REV-628,PRD-3226,CUST-4303,5,2025-09-09,True
REV-629,PRD-3402,CUST-4439,5,2025-03-27,True
REV-630,PRD-3186,CUST-4174,3,2025-06-15,True
REV-631,PRD-3339,CUST-4675,5,2025-04-07,True
REV-632,PRD-3381,CUST-4096,1,2025-08-04,True
REV-633,PRD-3096,CUST-4560,5,2025-10-22,True
REV-634,PRD-3154,CUST-4949,5,2025-09-09,True
REV-635,PRD-3137,CUST-4696,5,2025-02-19,False
REV-636,PRD-3127,CUST-4460,5,2025-06-29,True
REV-637,PRD-3284,CUST-4169,5,2025-08-17,True
REV-638,PRD-3315,CUST-4210,4,2025-07-27,True
REV-639,PRD-3014,CUST-4780,4,2025-10-27,False
REV-640,PRD-3334,CUST-4677,3,2025-08-11,True
REV-641,PRD-3070,CUST-4832,5,2025-07-15,True
REV-642,PRD-3198,CUST-4285,2,2025-09-03,False
REV-643,PRD-3133,CUST-4475,3,2025-07-15,True
REV-644,PRD-3170,CUST-4921,5,2025-10-12,True
REV-645,PRD-3472,CUST-4362,5,2025-02-09,True
REV-646,PRD-3127,CUST-4814,4,2025-07-02,False
REV-647,PRD-3452,CUST-4016,4,2025-09-21,False
REV-648,PRD-3062,CUST-4009,4,2025-09-24,True
REV-649,PRD-3322,CUST-4343,5,2025-05-09,True
REV-650,PRD-3271,CUST-4693,4,2025-06-15,True
REV-651,PRD-3073,CUST-4012,4,2025-04-06,False
REV-652,PRD-3173,CUST-4853,5,2025-10-02,True
REV-653,PRD-3441,CUST-4860,5,2025-06-28,True
REV-654,PRD-3272,CUST-4877,4,2025-01-22,True
REV-655,PRD-3100,CUST-4016,2,2025-09-08,True
REV-656,PRD-3456,CUST-4016,4,2025-01-28,True
REV-657,PRD-3288,CUST-4923,4,2025-01-10,True
REV-658,PRD-3378,CUST-4442,1,2025-08-26,False
REV-659,PRD-3304,CUST-4146,5,2025-10-25,True
REV-660,PRD-3377,CUST-4018,3,2025-01-07,False
REV-661,PRD-3452,CUST-4104,1,2025-01-18,True
REV-662,PRD-3249,CUST-4301,4,2025-06-28,True
REV-663,PRD-3013,CUST-4871,2,2025-03-01,True
REV-664,PRD-3127,CUST-4523,1,2025-08-11,False
REV-665,PRD-3107,CUST-4566,4,2025-05-06,True
REV-666,PRD-3396,CUST-4709,3,2025-07-10,False
REV-667,PRD-3254,CUST-4435,3,2025-08-25,True
REV-668,PRD-3289,CUST-4387,4,2025-07-29,True
REV-669,PRD-3085,CUST-4734,1,2025-04-22,True
REV-670,PRD-3494,CUST-4271,4,2025-09-08,True
REV-671,PRD-3098,CUST-4693,5,2025-10-20,True
REV-672,PRD-3168,CUST-4419,2,2025-06-14,True
REV-673,PRD-3474,CUST-4959,4,2025-02-02,True
REV-674,PRD-3158,CUST-4196,5,2025-08-18,False
REV-675,PRD-3266,CUST-4668,4,2025-03-18,False
REV-676,PRD-3197,CUST-4831,5,2025-08-09,True
REV-677,PRD-3478,CUST-4363,5,2025-10-26,True
REV-678,PRD-3242,CUST-4812,5,2025-03-23,True
REV-679,PRD-3096,CUST-4887,4,2025-08-08,True
REV-680,PRD-3227,CUST-4257,4,2025-08-25,True
REV-681,PRD-3274,CUST-4047,5,2025-04-22,True
REV-682,PRD-3270,CUST-4270,4,2025-05-28,True
REV-683,PRD-3097,CUST-4353,1,2025-03-03,False
REV-684,PRD-3384,CUST-4576,4,2025-07-31,True
REV-685,PRD-3034,CUST-4112,4,2025-08-25,False
REV-686,PRD-3474,CUST-4919,4,2025-01-13,False
REV-687,PRD-3105,CUST-4262,1,2025-10-03,False
REV-688,PRD-3454,CUST-4811,4,2025-06-26,True
REV-689,PRD-3062,CUST-4288,3,2025-06-28,False
REV-690,PRD-3446,CUST-4313,1,2025-04-10,True
REV-691,PRD-3334,CUST-4101,2,2025-09-20,True
REV-692,PRD-3304,CUST-4181,2,2025-07-26,True
REV-693,PRD-3243,CUST-4653,5,2025-01-08,True
REV-694,PRD-3115,CUST-4562,4,2025-01-24,True
REV-695,PRD-3153,CUST-4561,3,2025-08-31,True
REV-696,PRD-3208,CUST-4383,2,2025-01-06,True
REV-697,PRD-3456,CUST-4695,4,2025-02-05,True
REV-698,PRD-3385,CUST-4973,4,2025-05-25,True
REV-699,PRD-3486,CUST-4412,4,2025-10-12,True
REV-700,PRD-3222,CUST-4068,1,2025-04-16,True
REV-701,PRD-3355,CUST-4387,5,2025-10-07,False
REV-702,PRD-3112,CUST-4783,2,2025-04-14,True
REV-703,PRD-3135,CUST-4578,4,2025-02-17,True
REV-704,PRD-3098,CUST-4463,4,2025-03-19,True
REV-705,PRD-3267,CUST-4763,5,2025-06-06,True
REV-706,PRD-3004,CUST-4666,4,2025-01-02,True
REV-707,PRD-3142,CUST-4582,5,2025-02-11,False
REV-708,PRD-3147,CUST-4502,2,2025-05-11,True
REV-709,PRD-3372,CUST-4489,4,2025-10-15,False
REV-710,PRD-3285,CUST-4830,5,2025-04-15,True
REV-711,PRD-3475,CUST-4746,1,2025-03-09,True
REV-712,PRD-3326,CUST-4500,5,2025-10-13,True
REV-713,PRD-3187,CUST-4354,4,2025-10-24,True
REV-714,PRD-3187,CUST-4705,4,2025-01-18,True
REV-715,PRD-3046,CUST-4205,2,2025-09-07,True
REV-716,PRD-3209,CUST-4053,4,2025-05-06,True
REV-717,PRD-3038,CUST-4936,1,2025-09-24,False
REV-718,PRD-3207,CUST-4014,4,2025-09-19,False
REV-719,PRD-3159,CUST-4613,5,2025-08-30,True
REV-720,PRD-3212,CUST-4936,4,2025-09-29,True
REV-721,PRD-3002,CUST-4347,5,2025-05-08,True
REV-722,PRD-3214,CUST-4493,5,2025-03-30,True
REV-723,PRD-3228,CUST-4625,4,2025-10-04,True
REV-724,PRD-3464,CUST-4650,4,2025-01-30,True
REV-725,PRD-3495,CUST-4984,4,2025-08-18,True
REV-726,PRD-3141,CUST-4436,3,2025-05-08,True
REV-727,PRD-3126,CUST-4848,2,2025-09-22,True
REV-728,PRD-3125,CUST-4970,4,2025-01-22,False
REV-729,PRD-3086,CUST-4648,4,2025-09-19,False
REV-730,PRD-3051,CUST-4881,5,2025-06-24,False
REV-731,PRD-3410,CUST-4911,4,2025-04-29,True
REV-732,PRD-3419,CUST-4712,2,2025-09-13,True
REV-733,PRD-3034,CUST-4696,4,2025-07-17,False
REV-734,PRD-3020,CUST-4087,4,2025-02-09,True
REV-735,PRD-3288,CUST-4909,5,2025-05-11,True
REV-736,PRD-3225,CUST-4108,4,2025-01-20,True
REV-737,PRD-3388,CUST-4430,4,2025-05-26,False
REV-738,PRD-3158,CUST-4516,3,2025-07-26,True
REV-739,PRD-3110,CUST-4836,1,2025-10-06,False
REV-740,PRD-3360,CUST-4072,1,2025-04-24,True
REV-741,PRD-3409,CUST-4463,1,2025-07-28,True
REV-742,PRD-3361,CUST-4426,4,2025-06-19,True
REV-743,PRD-3362,CUST-4246,2,2025-10-13,True
REV-744,PRD-3219,CUST-4369,1,2025-05-30,True
REV-745,PRD-3358,CUST-4423,4,2025-04-23,False
REV-746,PRD-3208,CUST-4954,4,2025-05-07,False
REV-747,PRD-3380,CUST-4855,3,2025-08-02,True
REV-748,PRD-3464,CUST-4882,4,2025-07-01,True
REV-749,PRD-3176,CUST-4494,1,2025-09-04,False
REV-750,PRD-3456,CUST-4538,3,2025-10-16,True
REV-751,PRD-3353,CUST-4625,4,2025-06-23,True
REV-752,PRD-3212,CUST-4076,4,2025-08-14,True
REV-753,PRD-3160,CUST-4555,4,2025-04-08,False
REV-754,PRD-3020,CUST-4289,4,2025-05-18,True
REV-755,PRD-3167,CUST-4005,4,2025-06-29,False
REV-756,PRD-3255,CUST-4656,5,2025-03-21,True
REV-757,PRD-3246,CUST-4832,4,2025-06-20,True
REV-758,PRD-3468,CUST-4408,5,2025-01-02,True
REV-759,PRD-3225,CUST-4739,2,2025-04-17,True
REV-760,PRD-3302,CUST-4299,5,2025-04-25,True
REV-761,PRD-3156,CUST-4220,1,2025-05-11,True
REV-762,PRD-3321,CUST-4161,2,2025-10-09,True
REV-763,PRD-3263,CUST-4749,2,2025-06-13,True
REV-764,PRD-3440,CUST-4124,5,2025-09-26,False
REV-765,PRD-3398,CUST-4874,5,2025-08-25,True
REV-766,PRD-3444,CUST-4508,4,2025-04-16,True
REV-767,PRD-3121,CUST-4131,4,2025-01-17,True
REV-768,PRD-3347,CUST-4483,3,2025-05-29,True
REV-769,PRD-3184,CUST-4924,5,2025-02-03,False
REV-770,PRD-3192,CUST-4460,3,2025-07-06,True
REV-771,PRD-3244,CUST-4309,2,2025-04-19,True
REV-772,PRD-3285,CUST-4073,5,2025-09-11,True
REV-773,PRD-3402,CUST-4350,2,2025-01-31,True
REV-774,PRD-3162,CUST-4491,4,2025-09-25,True
REV-775,PRD-3060,CUST-4053,2,2025-01-04,True
REV-776,PRD-3383,CUST-4442,2,2025-03-01,False
REV-777,PRD-3450,CUST-4998,5,2025-06-25,True
REV-778,PRD-3041,CUST-4452,2,2025-07-27,True
REV-779,PRD-3412,CUST-4710,4,2025-05-31,True
REV-780,PRD-3356,CUST-4384,2,2025-08-26,True
REV-781,PRD-3262,CUST-4087,4,2025-04-20,True
REV-782,PRD-3389,CUST-4708,2,2025-08-20,True
REV-783,PRD-3235,CUST-4341,3,2025-05-15,False
REV-784,PRD-3403,CUST-4018,2,2025-10-12,True
REV-785,PRD-3138,CUST-4794,4,2025-08-02,True
REV-786,PRD-3191,CUST-4200,4,2025-09-26,True
REV-787,PRD-3417,CUST-4645,4,2025-08-11,False
REV-788,PRD-3194,CUST-4744,5,2025-10-07,True
REV-789,PRD-3264,CUST-4478,3,2025-09-22,True
REV-790,PRD-3148,CUST-4111,4,2025-01-11,True
REV-791,PRD-3215,CUST-4229,4,2025-09-27,False
REV-792,PRD-3134,CUST-4342,5,2025-03-12,False
REV-793,PRD-3062,CUST-4930,4,2025-08-19,True
REV-794,PRD-3444,CUST-4169,4,2025-04-17,True
REV-795,PRD-3308,CUST-4663,4,2025-05-31,True
REV-796,PRD-3484,CUST-4963,5,2025-03-25,True
REV-797,PRD-3406,CUST-4203,4,2025-06-15,True
REV-798,PRD-3426,CUST-4451,5,2025-01-21,False
REV-799,PRD-3095,CUST-4351,2,2025-07-18,False
REV-800,PRD-3068,CUST-4962,4,2025-01-30,False
REV-801,PRD-3329,CUST-4215,2,2025-06-28,False
REV-802,PRD-3443,CUST-4540,4,2025-08-15,True
REV-803,PRD-3332,CUST-4698,3,2025-02-25,True
REV-804,PRD-3146,CUST-4102,4,2025-07-24,False
REV-805,PRD-3234,CUST-4495,2,2025-09-07,True
REV-806,PRD-3412,CUST-4594,4,2025-03-07,True
REV-807,PRD-3139,CUST-4892,2,2025-09-03,True
REV-808,PRD-3240,CUST-4082,2,2025-08-30,True
REV-809,PRD-3169,CUST-4799,1,2025-10-26,True
REV-810,PRD-3415,CUST-4136,5,2025-06-06,True
REV-811,PRD-3136,CUST-4687,5,2025-03-25,True
REV-812,PRD-3462,CUST-4306,4,2025-10-14,True
REV-813,PRD-3194,CUST-4861,1,2025-07-26,True
REV-814,PRD-3490,CUST-4124,4,2025-07-18,False
REV-815,PRD-3250,CUST-4277,2,2025-09-17,False
REV-816,PRD-3309,CUST-4893,5,2025-09-23,False
REV-817,PRD-3266,CUST-4435,4,2025-10-17,True
REV-818,PRD-3489,CUST-4305,5,2025-10-04,True
REV-819,PRD-3166,CUST-4599,5,2025-05-27,True
REV-820,PRD-3352,CUST-4289,4,2025-05-14,False
REV-821,PRD-3143,CUST-4191,1,2025-01-28,False
REV-822,PRD-3071,CUST-4371,4,2025-05-20,True
REV-823,PRD-3372,CUST-4155,1,2025-10-15,False
REV-824,PRD-3033,CUST-4063,3,2025-05-10,False
REV-825,PRD-3424,CUST-4665,4,2025-10-09,False
REV-826,PRD-3142,CUST-4927,5,2025-08-22,True
REV-827,PRD-3047,CUST-4894,4,2025-03-05,True
REV-828,PRD-3196,CUST-4817,5,2025-05-03,False
REV-829,PRD-3280,CUST-4173,5,2025-04-27,True
REV-830,PRD-3212,CUST-4536,5,2025-01-10,True
REV-831,PRD-3274,CUST-4507,1,2025-08-24,True
REV-832,PRD-3457,CUST-4737,1,2025-07-03,True
REV-833,PRD-3055,CUST-4196,4,2025-03-30,True
REV-834,PRD-3202,CUST-4992,1,2025-09-02,True
REV-835,PRD-3396,CUST-4693,2,2025-05-06,True
REV-836,PRD-3391,CUST-4491,1,2025-02-04,False
REV-837,PRD-3093,CUST-4417,2,2025-08-14,False
REV-838,PRD-3036,CUST-4414,4,2025-04-26,False
REV-839,PRD-3107,CUST-4811,5,2025-05-04,True
REV-840,PRD-3481,CUST-4203,4,2025-07-29,True
REV-841,PRD-3156,CUST-4702,2,2025-06-05,True
REV-842,PRD-3313,CUST-4259,2,2025-07-23,True
REV-843,PRD-3415,CUST-4845,4,2025-10-18,False
REV-844,PRD-3232,CUST-4032,3,2025-04-26,False
REV-845,PRD-3153,CUST-4276,4,2025-05-12,True
REV-846,PRD-3148,CUST-4106,4,2025-02-25,False
REV-847,PRD-3195,CUST-4175,5,2025-10-04,True
REV-848,PRD-3435,CUST-4079,4,2025-09-29,True
REV-849,PRD-3460,CUST-4261,4,2025-09-30,True
REV-850,PRD-3470,CUST-4025,4,2025-01-10,True
REV-851,PRD-3127,CUST-4880,2,2025-06-14,True
REV-852,PRD-3148,CUST-4649,3,2025-07-24,False
REV-853,PRD-3317,CUST-4429,5,2025-01-20,True
REV-854,PRD-3308,CUST-4174,4,2025-04-07,True
REV-855,PRD-3403,CUST-4928,3,2025-03-10,True
REV-856,PRD-3008,CUST-4973,4,2025-03-04,True
REV-857,PRD-3327,CUST-4468,3,2025-09-21,True
REV-858,PRD-3356,CUST-4821,4,2025-08-25,False
REV-859,PRD-3265,CUST-4428,5,2025-03-31,False
REV-860,PRD-3230,CUST-4834,4,2025-05-04,True
REV-861,PRD-3123,CUST-4849,3,2025-08-12,True
REV-862,PRD-3464,CUST-4159,5,2025-02-17,True
REV-863,PRD-3132,CUST-4816,3,2025-08-18,False
REV-864,PRD-3494,CUST-4388,5,2025-08-01,True
